date,Show_name,Show_theatre,This_Week_Gross,Difference,Average_ticket,Top_ticket,Seats_Sold,Seats_in_theater,Perfs,Previews,%cap,diff_cap,date_type,show_type
2022-12-25,Aladdin,New Amsterdam Theatre,"$1,642,298.45","$119,861.12",$137.88,$249.50,"11,911","1,727",7,0,98.53%,3.29%,post,Musical
2022-12-25,Almost Famous,Bernard B. Jacobs Theatre,"$651,161.32","-$52,552.72",$114.50,$297.00,"5,687","1,023",8,0,69.49%,1.78%,post,Musical
2022-12-25,Beetlejuice,Marquis Theatre,"$1,394,442.60","-$55,515.70",$129.38,$249.00,"10,778","1,602",7,0,96.11%,4.66%,post,Musical
2022-12-25,Between Riverside and Crazy,Helen Hayes Theater,"$131,019.25","-$32,300.75",$42.77,$197.00,"3,063",579,7,0,75.57%,-7.48%,post,Play
2022-12-25,Chicago,Ambassador Theatre,"$721,864.75","$21,544.32",$102.02,$227.00,"7,076","1,080",7,0,93.60%,5.51%,post,Musical
2022-12-25,Death of a Salesman,Hudson Theatre,"$330,889.75","-$124,532.50",$74.29,$299.00,"4,454",975,7,0,65.26%,-4.52%,post,Play
2022-12-25,Funny Girl,August Wilson Theatre,"$1,895,184.75","-$110,512.05",$222.94,$0.00,"8,501","1,219",7,0,99.62%,3.19%,post,Musical
2022-12-25,Hadestown,Walter Kerr Theatre,"$760,629.50","-$86,483.00",$117.69,$0.00,"6,463",918,7,0,100.58%,0.76%,post,Musical
2022-12-25,Hamilton,Richard Rodgers Theatre,"$2,656,102.00","$400,681.00",$248.44,$449.00,"10,691","1,324",8,0,100.93%,0.62%,post,Musical
2022-12-25,Harry Potter and the Cursed Child,Lyric Theatre,"$1,993,973.70","$473,219.50",$156.17,$449.00,"12,768","1,622",8,0,98.40%,8.99%,post,Play
2022-12-25,Into the Woods,St. James Theatre,"$876,395.85","-$123,860.30",$106.11,$0.00,"8,259","1,653",7,0,71.38%,-4.27%,post,Musical
2022-12-25,Kimberly Akimbo,Booth Theatre,"$510,826.50","$8,081.25",$111.58,$273.00,"4,578",773,8,0,74.03%,-4.50%,post,Musical
2022-12-25,Leopoldstadt,Longacre Theatre,"$655,268.68","-$240,326.24",$116.62,$347.00,"5,619","1,075",7,0,74.67%,0.84%,post,Play
2022-12-25,Mike Birbiglia: The Old Man & the Pool,Vivian Beaumont Theater,"$341,949.50","-$56,763.00",$69.00,$277.00,"4,956","1,079",7,0,65.62%,-10.10%,post,Play
2022-12-25,MJ The Musical,Neil Simon Theatre,"$1,840,567.00","$99,094.00",$165.71,$250.00,"11,107","1,387",8,0,100.10%,0.18%,post,Musical
2022-12-25,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,159,957.25","-$240,067.35",$132.48,$0.00,"8,756","1,300",7,0,96.22%,-0.94%,post,Musical
2022-12-25,Ohio State Murders,James Earl Jones Theatre,"$182,501.86","-$100,285.14",$68.05,$223.00,"2,682","1,070",7,0,35.81%,-8.23%,post,Play
2022-12-25,SIX: The Musical,Lena Horne Theatre,"$1,274,284.00","-$37,318.00",$160.09,$249.00,"7,960","1,031",8,0,96.51%,-0.31%,post,Musical
2022-12-25,Some Like It Hot,Sam S. Shubert Theatre,"$543,367.66","-$258,973.74",$102.62,$257.00,"5,295","1,448",7,0,52.24%,-21.47%,post,Musical
2022-12-25,Take Me Out,Gerald Schoenfeld Theatre,"$224,363.28","-$111,579.52",$64.60,$297.00,"3,473","1,061",6,0,54.56%,7.65%,post,Play
2022-12-25,The Book of Mormon,Eugene O'Neill Theatre,"$1,084,164.18","-$136,945.28",$153.17,$0.00,"7,078","1,066",7,0,94.85%,-3.85%,post,Musical
2022-12-25,The Lion King,Minskoff Theatre,"$2,590,306.00","$141,305.00",$226.48,$199.00,"11,437","1,696",7,0,96.34%,-0.87%,post,Musical
2022-12-25,The Music Man,Winter Garden Theatre,"$2,617,660.28","-$631,705.24",$253.75,$697.00,"10,316","1,525",7,0,96.64%,-2.75%,post,Musical
2022-12-25,The Phantom of the Opera,Majestic Theatre,"$1,921,571.51","-$118,173.79",$168.60,$497.00,"11,397","1,605",7,0,101.44%,0.03%,post,Musical
2022-12-25,The Piano Lesson,Ethel Barrymore Theatre,"$639,200.50","-$275,551.38",$118.52,$297.00,"5,393","1,043",7,0,73.87%,-13.03%,post,Play
2022-12-25,Topdog/Underdog,John Golden Theatre,"$200,629.50","-$56,587.80",$75.94,$273.00,"2,642",802,8,0,41.18%,-10.36%,post,Play
2022-12-25,Wicked,Gershwin Theatre,"$2,362,930.00","$203,905.00",$156.28,$275.00,"15,120","1,926",8,0,98.13%,-0.94%,post,Musical
2022-12-18,& Juliet,Stephen Sondheim Theatre,"$1,071,157.20","-$81,251.80",$142.37,$323.00,"7,524","1,026",8,0,91.67%,-3.43%,post,Musical
2022-12-18,1776,American Airlines Theatre,"$212,110.10","-$49,412.70",$59.18,$248.00,"3,584",723,7,0,70.82%,2.75%,post,Musical
2022-12-18,"A Beautiful Noise, The Neil Diamond Musical",Broadhurst Theatre,"$1,372,099.22","-$75,404.03",$163.95,$347.50,"8,369","1,152",8,0,90.81%,-4.40%,post,Musical
2022-12-18,A Christmas Carol,Nederlander Theatre,"$823,057.00","$81,047.50",$103.04,$229.00,"7,988","1,185",8,0,84.26%,1.44%,post,Play
2022-12-18,A Strange Loop,Lyceum Theatre,"$520,942.01","$12,704.16",$95.27,$297.00,"5,468",912,8,0,74.95%,-3.50%,post,Musical
2022-12-18,Ain't No Mo',Belasco Theatre,"$499,303.00","$334,711.50",$65.89,$297.00,"7,578","1,019",8,0,92.96%,45.98%,post,Play
2022-12-18,Aladdin,New Amsterdam Theatre,"$1,522,437.33","$6,094.13",$115.70,$227.50,"13,159","1,727",8,0,95.24%,-3.39%,post,Musical
2022-12-18,Almost Famous,Bernard B. Jacobs Theatre,"$703,714.04","-$61,346.41",$127.00,$297.00,"5,541","1,023",8,0,67.71%,-6.20%,post,Musical
2022-12-18,Beetlejuice,Marquis Theatre,"$1,449,958.30","$148,560.90",$123.72,$249.00,"11,720","1,602",8,0,91.45%,5.62%,post,Musical
2022-12-18,Between Riverside and Crazy,Helen Hayes Theater,"$163,320.00","$3,244.00",$42.45,$197.00,"3,847",579,0,8,83.05%,10.36%,post,Play
2022-12-18,Chicago,Ambassador Theatre,"$700,320.43","$1,139.55",$92.01,$197.00,"7,611","1,080",8,0,88.09%,-1.01%,post,Musical
2022-12-18,Death of a Salesman,Hudson Theatre,"$455,422.25","-$25,689.00",$83.67,$299.00,"5,443",975,8,0,69.78%,-0.68%,post,Play
2022-12-18,Funny Girl,August Wilson Theatre,"$2,005,696.80","$113,318.95",$213.28,$0.00,"9,404","1,219",8,0,96.43%,-3.60%,post,Musical
2022-12-18,Hadestown,Walter Kerr Theatre,"$847,112.50","$49,404.25",$115.55,$0.00,"7,331",918,8,0,99.82%,2.43%,post,Musical
2022-12-18,Hamilton,Richard Rodgers Theatre,"$2,255,421.00","$177,691.00",$212.27,$449.00,"10,625","1,324",8,0,100.31%,-0.55%,post,Musical
2022-12-18,Harry Potter and the Cursed Child,Lyric Theatre,"$1,520,754.20","$42,775.05",$131.08,$326.50,"11,602","1,622",8,0,89.41%,0.45%,post,Play
2022-12-18,Into the Woods,St. James Theatre,"$1,000,256.15","$101,261.90",$108.02,$0.00,"9,260","1,530",8,0,75.65%,3.82%,post,Musical
2022-12-18,Kimberly Akimbo,Booth Theatre,"$502,745.25","-$67,409.60",$103.53,$273.00,"4,856",773,8,0,78.53%,-7.08%,post,Musical
2022-12-18,Leopoldstadt,Longacre Theatre,"$895,594.92","-$182,620.41",$141.06,$347.00,"6,349","1,075",8,0,73.83%,-7.50%,post,Play
2022-12-18,Mike Birbiglia: The Old Man & the Pool,Vivian Beaumont Theater,"$398,712.50","-$36,597.50",$69.72,$277.00,"5,719","1,079",7,0,75.72%,-6.05%,post,Play
2022-12-18,MJ The Musical,Neil Simon Theatre,"$1,741,473.00","-$22,529.00",$157.07,$250.00,"11,087","1,387",8,0,99.92%,-0.32%,post,Musical
2022-12-18,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,400,024.60","-$53,627.50",$138.55,$0.00,"10,105","1,300",8,0,97.16%,-2.48%,post,Musical
2022-12-18,Ohio State Murders,James Earl Jones Theatre,"$282,787.00","-$17,392.50",$75.01,$223.00,"3,770","1,070",8,0,44.04%,-20.24%,post,Play
2022-12-18,SIX: The Musical,Lena Horne Theatre,"$1,311,602.00","$16,282.00",$164.24,$249.00,"7,986","1,031",8,0,96.82%,-0.94%,post,Musical
2022-12-18,Some Like It Hot,Sam S. Shubert Theatre,"$802,341.40","$55,199.55",$93.97,$257.00,"8,538","1,448",8,0,73.71%,-17.17%,post,Musical
2022-12-18,Take Me Out,Gerald Schoenfeld Theatre,"$335,942.80","-$77,379.50",$84.37,$297.00,"3,982","1,061",8,0,46.91%,-4.19%,post,Play
